Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Segment,Region,State,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount,Sales,Profit
ORD-12741,2021-04-20,2021-04-25,Standard Class,CUST-9079,Corporate,East,Maryland,Office Supplies,Binders,Clear Sleeve,30.59,1,0.05,29.06,7.27
ORD-12743,2023-08-07,2023-08-14,Standard Class,CUST-3223,Home Office,West,California,Office Supplies,Stationery,Stapler,5.69,2,0.3,7.97,1.61
ORD-12748,2023-12-09,2023-12-14,Standard Class,CUST-5101,Consumer,South,North Carolina,Furniture,Office Chairs,Mesh Chair,220.11,4,0.0,880.44,56.37
ORD-12753,2021-11-24,2021-11-27,Second Class,CUST-4757,Corporate,West,Nevada,Technology,Accessories,Screen Protector,97.53,4,0.0,390.12,52.35
ORD-12755,2024-08-04,2024-08-11,Standard Class,CUST-1740,Corporate,East,Maryland,Office Supplies,Paper,Envelope Pack,20.14,1,0.0,20.14,3.96
ORD-12757,2021-10-05,2021-10-12,Standard Class,CUST-8074,Consumer,East,Massachusetts,Technology,Phones,Bluetooth Earbuds,268.87,2,0.1,483.97,116.58
ORD-12760,2024-02-27,2024-03-03,Standard Class,CUST-3722,Consumer,South,Georgia,Furniture,Office Chairs,Executive Chair,308.84,1,0.0,308.84,35.58
ORD-12761,2024-06-07,2024-06-14,Standard Class,CUST-4508,Home Office,South,Tennessee,Office Supplies,Stationery,Binder,33.96,1,0.15,28.87,5.4
ORD-12766,2023-12-26,2023-12-28,First Class,CUST-7465,Home Office,East,Connecticut,Furniture,Storage,Storage Box,268.47,2,0.0,536.94,71.96
ORD-12769,2023-09-02,2023-09-05,Second Class,CUST-2532,Home Office,South,Georgia,Technology,Electronics,Smart Speaker,495.37,2,0.15,842.13,158.92
ORD-12770,2024-03-05,2024-03-09,First Class,CUST-9957,Consumer,East,Michigan,Technology,Electronics,Laptop,233.74,1,0.25,175.31,20.16
ORD-12775,2021-01-25,2021-02-01,Standard Class,CUST-3702,Home Office,South,Tennessee,Furniture,Storage,Drawer Unit,254.17,4,0.0,1016.68,63.59
ORD-12780,2024-10-02,2024-10-09,Standard Class,CUST-2886,Corporate,East,Massachusetts,Furniture,Office Chairs,Stool,169.38,1,0.15,143.97,12.91
ORD-12783,2023-07-18,2023-07-21,Second Class,CUST-1695,Corporate,South,Louisiana,Technology,Electronics,Smart Speaker,338.99,3,0.1,915.27,174.1
ORD-12787,2024-06-09,2024-06-16,Standard Class,CUST-3456,Consumer,West,California,Furniture,Desks,Standing Desk,541.49,1,0.3,379.04,29.4
ORD-12791,2021-05-22,2021-05-22,Same Day,CUST-1645,Consumer,West,Washington,Technology,Electronics,USB-C Hub,1430.44,1,0.0,1430.44,298.11
ORD-12795,2023-09-25,2023-09-30,Second Class,CUST-3005,Corporate,East,Massachusetts,Technology,Accessories,Cable Organizer,30.32,1,0.1,27.29,6.44
ORD-12797,2024-09-09,2024-09-16,Standard Class,CUST-7194,Corporate,East,Michigan,Technology,Accessories,Cable Organizer,114.33,2,0.05,217.23,42.89
ORD-12798,2023-10-20,2023-10-27,Standard Class,CUST-3598,Corporate,West,Washington,Furniture,Office Chairs,Executive Chair,578.57,2,0.1,1041.43,109.96
ORD-12800,2021-12-07,2021-12-10,First Class,CUST-7387,Corporate,East,Maryland,Office Supplies,Stationery,Sticky Notes,6.04,4,0.2,19.33,3.62
ORD-12804,2022-10-12,2022-10-18,Standard Class,CUST-8697,Consumer,West,Colorado,Office Supplies,Stationery,Notebook,10.09,4,0.0,40.36,11.45
ORD-12807,2022-02-25,2022-03-02,Standard Class,CUST-5512,Home Office,West,Arizona,Office Supplies,Binders,Clear Sleeve,21.24,2,0.0,42.48,13.43
ORD-12809,2023-12-22,2023-12-28,Standard Class,CUST-6817,Corporate,South,Georgia,Furniture,Storage,Bookshelf,114.03,4,0.05,433.31,82.58
ORD-12811,2021-02-26,2021-03-05,Standard Class,CUST-4254,Consumer,Central,Indiana,Furniture,Storage,Bookshelf,180.97,2,0.0,361.94,47.65
ORD-12815,2024-10-14,2024-10-14,Same Day,CUST-6364,Corporate,South,North Carolina,Furniture,Office Chairs,Stool,838.6,2,0.3,1174.04,124.24
ORD-12820,2024-12-07,2024-12-12,Standard Class,CUST-3095,Home Office,East,Michigan,Office Supplies,Binders,Clear Sleeve,22.17,1,0.2,17.74,2.75
ORD-12824,2022-12-24,2022-12-27,Second Class,CUST-4501,Consumer,West,California,Technology,Phones,Feature Phone,1153.63,4,0.0,4614.52,1205.15
ORD-12827,2023-10-28,2023-11-03,Standard Class,CUST-8820,Consumer,West,Colorado,Technology,Electronics,Tablet,267.23,1,0.05,253.87,45.43
ORD-12828,2023-03-20,2023-03-23,Second Class,CUST-5180,Consumer,Central,Missouri,Office Supplies,Paper,Cardstock,29.82,1,0.2,23.86,3.55
ORD-12833,2021-11-21,2021-11-26,Standard Class,CUST-1759,Home Office,South,Louisiana,Technology,Accessories,Laptop Stand,64.16,1,0.2,51.33,12.69
ORD-12834,2024-05-17,2024-05-20,First Class,CUST-8465,Home Office,South,Florida,Office Supplies,Paper,A4 Paper Ream,53.65,1,0.0,53.65,12.19
ORD-12839,2022-08-27,2022-09-02,Standard Class,CUST-3336,Consumer,West,Nevada,Technology,Electronics,Wireless Mouse,1063.91,2,0.25,1595.87,262.4
ORD-12841,2024-12-01,2024-12-06,Standard Class,CUST-9660,Consumer,East,Michigan,Office Supplies,Paper,A4 Paper Ream,23.84,1,0.3,16.69,4.22
ORD-12846,2023-10-12,2023-10-19,Standard Class,CUST-5681,Corporate,West,Nevada,Technology,Phones,Phone Case,992.04,2,0.0,1984.08,493.1
ORD-12851,2023-12-23,2023-12-29,Standard Class,CUST-5856,Corporate,East,New York,Office Supplies,Paper,Labels Sheet,47.16,2,0.2,75.46,22.0
ORD-12856,2023-08-13,2023-08-16,Second Class,CUST-6072,Consumer,South,South Carolina,Technology,Accessories,Screen Protector,46.34,1,0.0,46.34,11.29
ORD-12861,2024-11-10,2024-11-14,Second Class,CUST-1376,Consumer,South,North Carolina,Office Supplies,Stationery,Pen Set,17.96,2,0.0,35.92,8.32
ORD-12863,2024-05-06,2024-05-13,Standard Class,CUST-6927,Home Office,West,Utah,Furniture,Desks,Foldable Desk,428.11,2,0.15,727.79,101.33
ORD-12865,2024-12-12,2024-12-12,Same Day,CUST-9998,Home Office,Central,Missouri,Office Supplies,Binders,Ring Binder,34.43,4,0.2,110.18,21.64
ORD-12866,2023-05-13,2023-05-20,Standard Class,CUST-7978,Corporate,West,Colorado,Furniture,Office Chairs,Stool,204.6,3,0.0,613.8,82.41
ORD-12867,2024-11-09,2024-11-10,Same Day,CUST-5454,Corporate,South,Georgia,Office Supplies,Binders,Document Wallet,20.79,1,0.1,18.71,5.69
ORD-12868,2022-12-20,2022-12-22,First Class,CUST-2229,Consumer,Central,Missouri,Furniture,Office Chairs,Ergonomic Chair,898.83,1,0.2,719.06,81.27
ORD-12870,2023-02-20,2023-02-27,Standard Class,CUST-7681,Home Office,South,Tennessee,Office Supplies,Stationery,Pen Set,25.44,4,0.15,86.5,12.87
ORD-12872,2023-04-08,2023-04-14,Standard Class,CUST-8356,Corporate,Central,Wisconsin,Office Supplies,Paper,Envelope Pack,29.24,2,0.2,46.78,7.68
ORD-12875,2024-10-24,2024-10-30,Standard Class,CUST-2094,Consumer,South,Alabama,Office Supplies,Binders,Lever Arch File,32.61,4,0.0,130.44,34.32
ORD-12876,2021-02-08,2021-02-14,Standard Class,CUST-7575,Home Office,East,Michigan,Office Supplies,Paper,A4 Paper Ream,24.68,5,0.05,117.23,25.03
ORD-12881,2022-03-01,2022-03-07,Standard Class,CUST-9122,Corporate,West,Washington,Furniture,Office Chairs,Executive Chair,328.48,2,0.15,558.42,36.08
ORD-12884,2022-09-10,2022-09-14,First Class,CUST-7481,Consumer,West,Colorado,Furniture,Office Chairs,Executive Chair,870.93,4,0.15,2961.16,156.59
ORD-12886,2021-07-27,2021-08-01,Standard Class,CUST-3790,Consumer,West,Washington,Furniture,Desks,Standing Desk,1127.68,4,0.25,3383.04,444.29
ORD-12888,2022-12-07,2022-12-13,Standard Class,CUST-8175,Corporate,East,New Jersey,Furniture,Desks,L-Shaped Desk,371.62,2,0.25,557.43,81.78
ORD-12892,2023-05-18,2023-05-20,First Class,CUST-1375,Home Office,South,North Carolina,Office Supplies,Binders,Lever Arch File,14.49,2,0.25,21.73,6.5
ORD-12893,2024-08-08,2024-08-13,Standard Class,CUST-3353,Consumer,South,Alabama,Furniture,Office Chairs,Stool,795.08,1,0.0,795.08,84.61
ORD-12898,2024-05-22,2024-05-28,Standard Class,CUST-7634,Consumer,South,Georgia,Technology,Accessories,Screen Protector,69.3,1,0.0,69.3,15.93
ORD-12901,2024-10-13,2024-10-18,Standard Class,CUST-9877,Home Office,East,Pennsylvania,Furniture,Office Chairs,Ergonomic Chair,568.14,2,0.1,1022.65,82.85
ORD-12903,2024-09-23,2024-09-28,Second Class,CUST-5781,Home Office,South,Texas,Office Supplies,Stationery,Pen Set,19.03,3,0.1,51.38,12.27
ORD-12904,2022-09-10,2022-09-17,Standard Class,CUST-8231,Corporate,East,Virginia,Office Supplies,Binders,Clear Sleeve,18.19,3,0.0,54.57,15.77
ORD-12908,2024-03-25,2024-04-01,Standard Class,CUST-2040,Consumer,West,Oregon,Technology,Accessories,Laptop Stand,59.72,1,0.0,59.72,16.37
ORD-12913,2024-11-23,2024-11-28,Standard Class,CUST-1625,Corporate,West,Idaho,Furniture,Office Chairs,Gaming Chair,390.09,2,0.25,585.13,101.95
ORD-12914,2024-05-22,2024-05-26,Second Class,CUST-1501,Consumer,West,California,Furniture,Office Chairs,Executive Chair,435.7,2,0.25,653.55,77.42
ORD-12916,2022-09-17,2022-09-22,Standard Class,CUST-5040,Home Office,East,Michigan,Technology,Accessories,Screen Protector,25.44,3,0.1,68.69,9.77
ORD-12920,2022-03-04,2022-03-09,Standard Class,CUST-6535,Home Office,South,Louisiana,Office Supplies,Stationery,Binder,28.33,4,0.0,113.32,29.08
ORD-12923,2022-09-08,2022-09-15,Standard Class,CUST-7409,Consumer,East,Virginia,Furniture,Storage,Filing Cabinet,154.72,1,0.3,108.3,6.07
ORD-12928,2023-11-25,2023-11-28,Second Class,CUST-9393,Consumer,West,Idaho,Furniture,Desks,L-Shaped Desk,207.6,1,0.0,207.6,37.71
ORD-12931,2023-04-11,2023-04-16,Standard Class,CUST-6328,Consumer,East,Pennsylvania,Office Supplies,Binders,Presentation Folder,6.67,1,0.2,5.34,1.02
ORD-12932,2024-07-07,2024-07-14,Standard Class,CUST-1750,Consumer,West,Colorado,Office Supplies,Stationery,Pen Set,6.6,3,0.25,14.85,4.16
ORD-12937,2024-01-25,2024-01-28,First Class,CUST-2999,Home Office,Central,Indiana,Office Supplies,Stationery,Paper Clips,9.56,1,0.3,6.69,1.93
ORD-12941,2023-08-28,2023-09-03,Standard Class,CUST-8014,Consumer,West,California,Furniture,Office Chairs,Stool,451.65,4,0.15,1535.61,189.79
ORD-12946,2022-11-15,2022-11-18,Second Class,CUST-5581,Consumer,East,Virginia,Office Supplies,Binders,Clear Sleeve,19.27,1,0.15,16.38,5.25
ORD-12947,2024-12-20,2024-12-27,Standard Class,CUST-1102,Consumer,South,Alabama,Office Supplies,Paper,Poster Paper,28.55,1,0.0,28.55,9.61
ORD-12950,2023-11-05,2023-11-10,Standard Class,CUST-6308,Corporate,East,Connecticut,Furniture,Office Chairs,Gaming Chair,749.48,4,0.0,2997.92,243.59
ORD-12954,2022-08-10,2022-08-15,Second Class,CUST-4638,Corporate,West,Nevada,Furniture,Desks,L-Shaped Desk,583.07,2,0.25,874.61,54.8
ORD-12959,2023-10-28,2023-11-02,Standard Class,CUST-3832,Consumer,West,Idaho,Office Supplies,Paper,Envelope Pack,55.56,1,0.0,55.56,14.18
ORD-12961,2023-09-27,2023-10-04,Standard Class,CUST-9512,Consumer,Central,Minnesota,Office Supplies,Stationery,Binder,6.43,1,0.0,6.43,2.1
ORD-12965,2023-08-25,2023-08-30,Standard Class,CUST-8865,Consumer,West,Idaho,Technology,Accessories,Cable Organizer,83.17,1,0.0,83.17,21.95
ORD-12966,2022-09-02,2022-09-09,Standard Class,CUST-4950,Consumer,West,Colorado,Furniture,Desks,Foldable Desk,1016.67,4,0.25,3050.01,286.52
ORD-12969,2021-11-07,2021-11-14,Standard Class,CUST-1479,Consumer,West,Oregon,Office Supplies,Stationery,Paper Clips,11.04,2,0.0,22.08,7.54
ORD-12971,2024-11-04,2024-11-11,Standard Class,CUST-3357,Consumer,East,New Jersey,Furniture,Storage,Display Rack,304.7,1,0.1,274.23,22.26
ORD-12973,2022-12-07,2022-12-10,First Class,CUST-9078,Corporate,Central,Kansas,Office Supplies,Binders,Lever Arch File,16.95,2,0.25,25.42,6.62
ORD-12974,2024-07-26,2024-07-30,First Class,CUST-8189,Consumer,East,Maryland,Technology,Electronics,SSD Drive,1327.05,1,0.25,995.29,188.61
ORD-12976,2024-12-15,2024-12-20,Second Class,CUST-9502,Consumer,East,New Jersey,Furniture,Office Chairs,Ergonomic Chair,234.38,2,0.15,398.45,26.07
ORD-12981,2021-03-28,2021-04-02,Standard Class,CUST-8628,Corporate,East,New York,Office Supplies,Stationery,Notebook,35.68,1,0.3,24.98,5.26
ORD-12982,2023-12-21,2023-12-26,Standard Class,CUST-7354,Corporate,West,Idaho,Technology,Electronics,Keyboard,427.43,1,0.1,384.69,57.67
ORD-12983,2024-12-28,2025-01-02,Standard Class,CUST-6705,Home Office,Central,Kansas,Technology,Electronics,Keyboard,119.29,1,0.0,119.29,29.19
ORD-12985,2023-12-01,2023-12-04,Second Class,CUST-2886,Consumer,East,Massachusetts,Furniture,Storage,Display Rack,105.23,2,0.0,210.46,29.74
ORD-12989,2022-10-15,2022-10-17,First Class,CUST-7268,Consumer,West,Oregon,Office Supplies,Stationery,Notebook,4.98,2,0.0,9.96,1.72
ORD-12993,2024-10-24,2024-10-27,Second Class,CUST-4153,Consumer,East,New Jersey,Technology,Accessories,Charging Pad,31.77,2,0.05,60.36,7.41
ORD-12998,2023-03-25,2023-03-28,First Class,CUST-7468,Consumer,West,Nevada,Furniture,Storage,Filing Cabinet,94.6,1,0.0,94.6,15.94
ORD-12999,2021-11-13,2021-11-20,Standard Class,CUST-2081,Home Office,East,Virginia,Office Supplies,Binders,Document Wallet,10.0,3,0.15,25.5,6.94
ORD-13004,2024-11-16,2024-11-19,Second Class,CUST-6882,Consumer,Central,Wisconsin,Office Supplies,Binders,Clear Sleeve,34.04,1,0.1,30.64,5.48
ORD-13006,2024-01-24,2024-01-30,Standard Class,CUST-8853,Home Office,West,Colorado,Furniture,Office Chairs,Executive Chair,847.64,1,0.15,720.49,94.73
ORD-13009,2022-09-14,2022-09-18,Second Class,CUST-2753,Consumer,West,Arizona,Technology,Accessories,Cable Organizer,35.1,1,0.1,31.59,6.15
ORD-13012,2022-02-02,2022-02-07,Second Class,CUST-8396,Consumer,West,Oregon,Office Supplies,Binders,Ring Binder,15.26,4,0.25,45.78,10.53
ORD-13016,2022-11-12,2022-11-15,Second Class,CUST-5114,Corporate,West,Arizona,Furniture,Desks,Foldable Desk,451.28,3,0.0,1353.84,237.62
ORD-13020,2021-12-07,2021-12-13,Standard Class,CUST-2474,Corporate,West,Washington,Technology,Electronics,Tablet,1032.61,1,0.2,826.09,122.07
ORD-13025,2021-09-15,2021-09-20,Second Class,CUST-4202,Consumer,East,Michigan,Technology,Electronics,Smart Speaker,266.07,1,0.0,266.07,51.66
ORD-13026,2024-05-27,2024-06-03,Standard Class,CUST-3866,Corporate,East,Ohio,Technology,Electronics,Headphones,1720.69,2,0.05,3269.31,791.04
ORD-13028,2023-10-12,2023-10-16,First Class,CUST-6468,Consumer,South,Texas,Technology,Phones,Smartphone Lite,326.9,1,0.0,326.9,68.58
ORD-13029,2024-02-14,2024-02-18,First Class,CUST-8782,Home Office,Central,Wisconsin,Furniture,Office Chairs,Stool,198.06,1,0.0,198.06,30.68
ORD-13030,2024-11-01,2024-11-06,Standard Class,CUST-5133,Consumer,East,Connecticut,Furniture,Desks,Standing Desk,646.93,2,0.25,970.39,58.29
ORD-13031,2024-10-28,2024-11-02,Second Class,CUST-3820,Consumer,East,Connecticut,Furniture,Storage,Display Rack,40.94,1,0.0,40.94,3.99
ORD-13032,2024-08-13,2024-08-19,Standard Class,CUST-8192,Corporate,East,Michigan,Technology,Accessories,Screen Protector,80.28,2,0.05,152.53,28.87
ORD-13035,2022-04-05,2022-04-07,First Class,CUST-3854,Consumer,Central,Arkansas,Furniture,Storage,Drawer Unit,190.36,2,0.05,361.68,29.97
ORD-13036,2023-01-20,2023-01-27,Standard Class,CUST-3286,Corporate,West,Nevada,Office Supplies,Binders,Clear Sleeve,29.5,1,0.2,23.6,6.79
ORD-13038,2023-01-22,2023-01-29,Standard Class,CUST-2371,Consumer,East,New York,Furniture,Storage,Filing Cabinet,234.61,1,0.3,164.23,26.74
ORD-13041,2023-09-27,2023-09-28,Same Day,CUST-7537,Home Office,West,Idaho,Office Supplies,Stationery,Pen Set,37.33,2,0.0,74.66,25.69
ORD-13042,2024-04-17,2024-04-20,First Class,CUST-2011,Home Office,West,Oregon,Technology,Electronics,Headphones,1752.73,1,0.0,1752.73,361.51
ORD-13046,2021-08-27,2021-08-30,First Class,CUST-9370,Corporate,East,New York,Furniture,Desks,Foldable Desk,795.68,1,0.0,795.68,151.28
ORD-13048,2024-08-24,2024-08-31,Standard Class,CUST-6810,Corporate,South,Louisiana,Office Supplies,Binders,Presentation Folder,32.84,2,0.0,65.68,13.36
ORD-13052,2023-08-02,2023-08-07,Standard Class,CUST-6460,Corporate,South,Louisiana,Office Supplies,Stationery,Binder,9.55,1,0.3,6.69,1.49
ORD-13053,2024-04-14,2024-04-19,Second Class,CUST-8033,Consumer,West,Idaho,Furniture,Storage,Storage Box,156.66,2,0.1,281.99,50.99
ORD-13055,2021-12-13,2021-12-19,Standard Class,CUST-9957,Consumer,East,Michigan,Technology,Electronics,Headphones,1077.6,1,0.2,862.08,127.27
ORD-13059,2021-04-14,2021-04-20,Standard Class,CUST-2116,Corporate,East,Massachusetts,Technology,Phones,Phone Case,207.07,6,0.3,869.69,141.36
ORD-13061,2022-10-08,2022-10-15,Standard Class,CUST-2768,Home Office,East,Pennsylvania,Technology,Electronics,Wireless Mouse,1180.97,1,0.05,1121.92,256.36
ORD-13064,2023-02-11,2023-02-17,Standard Class,CUST-5561,Home Office,East,Maryland,Office Supplies,Paper,Cardstock,47.89,3,0.0,143.67,31.9
ORD-13065,2022-01-23,2022-01-30,Standard Class,CUST-8933,Consumer,West,Arizona,Technology,Electronics,Webcam,796.19,3,0.25,1791.43,377.61
ORD-13066,2023-12-18,2023-12-23,Standard Class,CUST-5448,Corporate,South,Georgia,Office Supplies,Binders,Clear Sleeve,30.86,2,0.3,43.2,6.58
ORD-13071,2022-04-21,2022-04-25,Second Class,CUST-7485,Home Office,West,Utah,Furniture,Office Chairs,Executive Chair,612.35,2,0.05,1163.46,175.64
ORD-13072,2022-04-11,2022-04-14,First Class,CUST-3958,Consumer,West,Arizona,Office Supplies,Paper,Poster Paper,49.2,1,0.0,49.2,13.42
ORD-13074,2021-07-12,2021-07-15,First Class,CUST-7469,Home Office,Central,Iowa,Office Supplies,Stationery,Paper Clips,28.26,1,0.3,19.78,5.05
ORD-13079,2023-06-12,2023-06-17,Standard Class,CUST-5894,Consumer,West,Nevada,Furniture,Storage,Filing Cabinet,55.24,2,0.1,99.43,16.16
ORD-13082,2024-11-26,2024-12-01,Second Class,CUST-8140,Home Office,Central,Indiana,Technology,Phones,Bluetooth Earbuds,538.84,2,0.0,1077.68,185.68
ORD-13086,2023-12-19,2023-12-25,Standard Class,CUST-1473,Corporate,East,Connecticut,Technology,Phones,Bluetooth Earbuds,1158.77,1,0.3,811.14,171.57
ORD-13087,2022-10-25,2022-10-27,First Class,CUST-1879,Corporate,East,Virginia,Technology,Phones,Bluetooth Earbuds,156.83,2,0.15,266.61,38.63
ORD-13088,2024-07-14,2024-07-21,Standard Class,CUST-7392,Consumer,South,Alabama,Technology,Electronics,Tablet,895.19,1,0.15,760.91,153.52
ORD-13089,2024-08-27,2024-08-29,Same Day,CUST-9795,Consumer,East,New Jersey,Technology,Electronics,Tablet,1179.8,6,0.0,7078.8,1710.8
ORD-13093,2023-12-06,2023-12-12,Standard Class,CUST-5476,Home Office,East,Michigan,Office Supplies,Paper,Envelope Pack,29.42,3,0.0,88.26,29.67
ORD-13096,2024-01-04,2024-01-11,Standard Class,CUST-8046,Corporate,East,Maryland,Office Supplies,Stationery,Paper Clips,12.3,3,0.25,27.68,5.29
ORD-13101,2022-04-06,2022-04-13,Standard Class,CUST-4810,Consumer,South,Alabama,Office Supplies,Binders,Ring Binder,9.42,1,0.3,6.59,1.62
ORD-13102,2023-04-10,2023-04-13,First Class,CUST-2256,Consumer,West,Arizona,Furniture,Desks,Standing Desk,538.54,1,0.05,511.61,88.2
ORD-13104,2024-10-24,2024-10-31,Standard Class,CUST-7523,Consumer,East,Massachusetts,Technology,Accessories,Laptop Stand,90.68,6,0.25,408.06,67.89
ORD-13105,2022-03-18,2022-03-23,Standard Class,CUST-1995,Consumer,East,Connecticut,Furniture,Storage,Filing Cabinet,318.3,1,0.0,318.3,47.19
ORD-13108,2023-11-13,2023-11-16,Second Class,CUST-4759,Consumer,South,Alabama,Office Supplies,Stationery,Sticky Notes,15.02,2,0.0,30.04,6.11
ORD-13111,2023-04-15,2023-04-18,Second Class,CUST-5167,Consumer,Central,Indiana,Technology,Accessories,Charging Pad,102.68,1,0.0,102.68,16.9
ORD-13113,2023-09-03,2023-09-06,First Class,CUST-6251,Corporate,East,Maryland,Technology,Accessories,Power Bank,87.5,2,0.0,175.0,38.97
ORD-13116,2022-09-24,2022-10-01,Standard Class,CUST-1998,Consumer,South,Florida,Technology,Phones,Phone Case,527.93,2,0.3,739.1,153.43
ORD-13119,2021-06-22,2021-06-27,Standard Class,CUST-7247,Home Office,Central,Kansas,Furniture,Storage,Filing Cabinet,291.17,4,0.3,815.28,112.37
ORD-13124,2023-02-08,2023-02-13,Standard Class,CUST-3574,Corporate,East,New Jersey,Office Supplies,Binders,Lever Arch File,34.55,2,0.25,51.82,7.07
ORD-13128,2021-01-06,2021-01-11,Standard Class,CUST-9552,Corporate,East,New Jersey,Furniture,Storage,Bookshelf,44.62,1,0.0,44.62,2.34
ORD-13129,2023-10-26,2023-10-31,Standard Class,CUST-7286,Home Office,West,Utah,Technology,Electronics,Smart Speaker,99.27,1,0.1,89.34,12.76
ORD-13132,2023-01-19,2023-01-23,Second Class,CUST-4194,Corporate,East,Massachusetts,Office Supplies,Paper,Labels Sheet,20.2,3,0.3,42.42,10.03
ORD-13136,2024-06-15,2024-06-18,Second Class,CUST-7212,Consumer,West,Colorado,Office Supplies,Stationery,Pen Set,3.13,3,0.1,8.45,2.72
ORD-13137,2022-02-13,2022-02-13,Same Day,CUST-2417,Consumer,Central,Kansas,Technology,Accessories,Charging Pad,109.55,1,0.15,93.12,14.46
ORD-13142,2024-12-20,2024-12-26,Standard Class,CUST-7017,Consumer,South,North Carolina,Office Supplies,Stationery,Binder,31.58,2,0.3,44.21,10.26
ORD-13147,2023-06-19,2023-06-25,Standard Class,CUST-8101,Corporate,South,Alabama,Furniture,Office Chairs,Mesh Chair,605.2,3,0.3,1270.92,91.94
ORD-13152,2024-06-12,2024-06-18,Standard Class,CUST-1382,Corporate,West,Washington,Furniture,Storage,Storage Box,180.6,1,0.25,135.45,21.87
ORD-13157,2024-09-15,2024-09-20,Second Class,CUST-2288,Home Office,East,New York,Office Supplies,Stationery,Highlighter Pack,23.69,4,0.2,75.81,10.43
ORD-13158,2023-07-04,2023-07-11,Standard Class,CUST-4029,Consumer,Central,Kansas,Office Supplies,Stationery,Binder,6.34,3,0.25,14.27,2.61
ORD-13161,2022-03-14,2022-03-21,Standard Class,CUST-5330,Corporate,East,Michigan,Technology,Electronics,SSD Drive,1702.0,1,0.0,1702.0,326.59
ORD-13166,2022-07-11,2022-07-16,Standard Class,CUST-1000,Corporate,East,New Jersey,Technology,Accessories,Screen Protector,102.94,1,0.15,87.5,16.15
ORD-13168,2024-07-09,2024-07-11,First Class,CUST-9242,Home Office,East,New York,Technology,Phones,Smartphone Lite,997.92,1,0.25,748.44,182.52
ORD-13172,2023-03-27,2023-04-02,Standard Class,CUST-2187,Consumer,Central,Kansas,Office Supplies,Paper,A4 Paper Ream,44.44,1,0.0,44.44,15.5
ORD-13173,2024-01-23,2024-01-25,First Class,CUST-2789,Corporate,Central,Kansas,Technology,Electronics,Laptop,1067.9,5,0.0,5339.5,1361.65
ORD-13174,2024-02-02,2024-02-04,First Class,CUST-1240,Consumer,West,Utah,Technology,Electronics,Keyboard,136.46,1,0.2,109.17,21.12
ORD-13178,2024-10-18,2024-10-23,Standard Class,CUST-4495,Home Office,Central,Indiana,Office Supplies,Binders,Ring Binder,29.13,1,0.3,20.39,4.22
ORD-13179,2024-12-26,2024-12-30,Second Class,CUST-2158,Consumer,West,Arizona,Technology,Phones,Smartphone Pro,266.56,1,0.3,186.59,21.13
ORD-13183,2024-03-15,2024-03-20,Second Class,CUST-3480,Consumer,East,New York,Technology,Accessories,Cable Organizer,49.59,1,0.05,47.11,7.99
ORD-13185,2023-12-19,2023-12-25,Standard Class,CUST-5974,Consumer,West,Utah,Office Supplies,Binders,Presentation Folder,31.62,5,0.3,110.67,17.78
ORD-13188,2022-07-11,2022-07-17,Standard Class,CUST-6497,Consumer,West,Nevada,Furniture,Storage,Drawer Unit,327.37,3,0.2,785.69,73.55
ORD-13190,2024-12-18,2024-12-24,Standard Class,CUST-2666,Corporate,East,Maryland,Technology,Accessories,Power Bank,21.79,2,0.1,39.22,8.83
ORD-13192,2021-11-01,2021-11-08,Standard Class,CUST-3902,Home Office,East,Pennsylvania,Office Supplies,Paper,Poster Paper,56.83,2,0.0,113.66,32.66
ORD-13197,2024-10-23,2024-10-25,First Class,CUST-6140,Consumer,South,Alabama,Office Supplies,Paper,Cardstock,54.11,2,0.0,108.22,25.71
ORD-13198,2024-03-28,2024-04-03,Standard Class,CUST-6567,Consumer,West,California,Technology,Phones,Smartphone Pro,1160.94,2,0.1,2089.69,378.03
ORD-13199,2023-01-15,2023-01-19,Second Class,CUST-4778,Corporate,West,California,Office Supplies,Paper,A4 Paper Ream,43.96,2,0.15,74.73,19.27
ORD-13200,2022-12-01,2022-12-06,Standard Class,CUST-8019,Consumer,East,Maryland,Technology,Accessories,Cable Organizer,10.33,1,0.0,10.33,2.69
ORD-13202,2022-09-21,2022-09-23,First Class,CUST-6578,Corporate,West,Arizona,Technology,Accessories,Screen Protector,115.58,1,0.05,109.8,28.42
ORD-13206,2023-06-01,2023-06-07,Standard Class,CUST-9957,Home Office,East,Maryland,Technology,Electronics,Webcam,1701.8,4,0.3,4765.04,524.13
ORD-13208,2021-12-22,2021-12-27,Standard Class,CUST-7143,Home Office,South,South Carolina,Technology,Accessories,Power Bank,82.84,2,0.1,149.11,23.95
ORD-13210,2022-01-21,2022-01-27,Standard Class,CUST-7408,Consumer,East,Maryland,Furniture,Desks,Corner Desk,412.52,1,0.1,371.27,24.51
ORD-13215,2024-03-23,2024-03-28,Standard Class,CUST-1523,Consumer,East,Ohio,Furniture,Office Chairs,Gaming Chair,380.79,4,0.0,1523.16,79.64
ORD-13219,2024-07-18,2024-07-21,Second Class,CUST-7432,Consumer,East,Maryland,Office Supplies,Stationery,Sticky Notes,3.52,4,0.0,14.08,2.36
